Indicador;Comunidad autónoma;Grupos de gasto;periodo;Total
GASTO MEDIO POR HOGAR (Euros);País Vasco;Servicios culturales;2018;113,9
GASTO MEDIO POR HOGAR (Euros);País Vasco;Servicios culturales;2017;139,9
GASTO MEDIO POR HOGAR (Euros);País Vasco;Servicios culturales;2016;130,2
GASTO MEDIO POR HOGAR (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;145,2
GASTO MEDIO POR HOGAR (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;150,9
GASTO MEDIO POR HOGAR (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;173,4
GASTO MEDIO POR HOGAR (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;181,2
GASTO MEDIO POR HOGAR (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;162,6
GASTO MEDIO POR HOGAR (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;151,5
GASTO MEDIO POR HOGAR (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;157,8
GASTO MEDIO POR HOGAR (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;187,2
GASTO MEDIO POR HOGAR (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2023;142,9
GASTO MEDIO POR HOGAR (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2022;135,8
GASTO MEDIO POR HOGAR (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2021;149,2
GASTO MEDIO POR HOGAR (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2020;164,5
GASTO MEDIO POR HOGAR (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2019;169,2
GASTO MEDIO POR HOGAR (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2018;203,0
GASTO MEDIO POR HOGAR (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2017;213,0
GASTO MEDIO POR HOGAR (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2016;241,6
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Libro y publicaciones periódicas;2023;134,6
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Libro y publicaciones periódicas;2022;143,2
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Libro y publicaciones periódicas;2021;136,2
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Libro y publicaciones periódicas;2020;166,0
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Libro y publicaciones periódicas;2019;195,0
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Libro y publicaciones periódicas;2018;165,9
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Libro y publicaciones periódicas;2017;162,2
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Libro y publicaciones periódicas;2016;173,6
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Servicios culturales;2023;170,4
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Servicios culturales;2022;154,0
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Servicios culturales;2021;35,3
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Servicios culturales;2020;34,6
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Servicios culturales;2019;166,0
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Servicios culturales;2018;141,6
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Servicios culturales;2017;165,9
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Servicios culturales;2016;127,5
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;172,3
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;155,9
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;238,3
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;160,0
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;152,6
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;146,0
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;148,9
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;162,0
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2023;193,2
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2022;163,3
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2021;155,4
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2020;209,4
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2019;177,4
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2018;198,7
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2017;237,0
GASTO MEDIO POR HOGAR (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2016;272,0
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2023;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2022;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2021;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2020;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2019;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2018;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2017;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2016;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Servicios culturales;2023;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Servicios culturales;2022;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Servicios culturales;2021;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Servicios culturales;2020;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Servicios culturales;2019;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Servicios culturales;2018;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Servicios culturales;2017;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Servicios culturales;2016;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2023;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2022;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2021;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2020;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2019;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2018;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2017;..
GASTO MEDIO POR HOGAR (Euros);Ceuta y Melilla;Telefonía móvil y servicios relacionados con Internet;2016;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Libro y publicaciones periódicas;2023;38,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Libro y publicaciones periódicas;2022;32,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Libro y publicaciones periódicas;2021;42,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Libro y publicaciones periódicas;2020;33,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Libro y publicaciones periódicas;2019;37,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Libro y publicaciones periódicas;2018;47,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Libro y publicaciones periódicas;2017;47,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Libro y publicaciones periódicas;2016;58,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Servicios culturales;2023;55,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Servicios culturales;2022;69,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Servicios culturales;2021;31,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Servicios culturales;2020;29,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Servicios culturales;2019;75,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Servicios culturales;2018;76,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Servicios culturales;2017;71,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Servicios culturales;2016;64,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;86,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;96,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;98,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;95,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;99,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;84,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;99,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;98,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2023;110,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2022;122,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2021;123,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2020;129,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2019;142,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2018;164,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2017;174,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Andalucía;Telefonía móvil y servicios relacionados con Internet;2016;192,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Libro y publicaciones periódicas;2023;86,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Libro y publicaciones periódicas;2022;96,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Libro y publicaciones periódicas;2021;69,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Libro y publicaciones periódicas;2020;96,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Libro y publicaciones periódicas;2019;87,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Libro y publicaciones periódicas;2018;91,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Libro y publicaciones periódicas;2017;98,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Libro y publicaciones periódicas;2016;104,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Servicios culturales;2023;100,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Servicios culturales;2022;54,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Servicios culturales;2021;50,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Servicios culturales;2020;38,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Servicios culturales;2019;99,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Servicios culturales;2018;82,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Servicios culturales;2017;91,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Servicios culturales;2016;113,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;99,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;117,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;107,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;128,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;116,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;86,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;85,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;107,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2023;111,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2022;113,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2021;114,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2020;118,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2019;126,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2018;117,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2017;145,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Aragón;Telefonía móvil y servicios relacionados con Internet;2016;168,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2023;80,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2022;97,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2021;76,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2020;54,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2019;74,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2018;85,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2017;107,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Libro y publicaciones periódicas;2016;114,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Servicios culturales;2023;57,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Servicios culturales;2022;55,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Servicios culturales;2021;28,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Servicios culturales;2020;18,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Servicios culturales;2019;67,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Servicios culturales;2018;37,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Servicios culturales;2017;54,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Servicios culturales;2016;53,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;71,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;81,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;94,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;101,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;84,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;91,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;93,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;95,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Telefonía móvil y servicios relacionados con Internet;2023;125,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Telefonía móvil y servicios relacionados con Internet;2022;131,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Telefonía móvil y servicios relacionados con Internet;2021;123,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Telefonía móvil y servicios relacionados con Internet;2020;134,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Telefonía móvil y servicios relacionados con Internet;2019;153,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Telefonía móvil y servicios relacionados con Internet;2018;173,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Telefonía móvil y servicios relacionados con Internet;2017;183,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Asturias (Principado de);Telefonía móvil y servicios relacionados con Internet;2016;209,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Libro y publicaciones periódicas;2023;38,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Libro y publicaciones periódicas;2022;109,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Libro y publicaciones periódicas;2021;74,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Libro y publicaciones periódicas;2020;58,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Libro y publicaciones periódicas;2019;88,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Libro y publicaciones periódicas;2018;92,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Libro y publicaciones periódicas;2017;85,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Libro y publicaciones periódicas;2016;107,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Servicios culturales;2023;102,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Servicios culturales;2022;91,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Servicios culturales;2021;34,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Servicios culturales;2020;40,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Servicios culturales;2019;93,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Servicios culturales;2018;79,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Servicios culturales;2017;82,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Servicios culturales;2016;77,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;118,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;109,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;99,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;80,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;108,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;104,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;126,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;106,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Telefonía móvil y servicios relacionados con Internet;2023;136,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Telefonía móvil y servicios relacionados con Internet;2022;109,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Telefonía móvil y servicios relacionados con Internet;2021;100,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Telefonía móvil y servicios relacionados con Internet;2020;79,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Telefonía móvil y servicios relacionados con Internet;2019;123,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Telefonía móvil y servicios relacionados con Internet;2018;144,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Telefonía móvil y servicios relacionados con Internet;2017;168,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Balears (Illes);Telefonía móvil y servicios relacionados con Internet;2016;191,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Libro y publicaciones periódicas;2023;47,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Libro y publicaciones periódicas;2022;34,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Libro y publicaciones periódicas;2021;41,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Libro y publicaciones periódicas;2020;32,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Libro y publicaciones periódicas;2019;46,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Libro y publicaciones periódicas;2018;58,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Libro y publicaciones periódicas;2017;54,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Libro y publicaciones periódicas;2016;83,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Servicios culturales;2023;58,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Servicios culturales;2022;35,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Servicios culturales;2021;24,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Servicios culturales;2020;14,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Servicios culturales;2019;62,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Servicios culturales;2018;42,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Servicios culturales;2017;46,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Servicios culturales;2016;61,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;96,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;118,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;106,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;100,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;93,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;91,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Canarias;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;87,9
