Indicador;Comunidad autónoma;Grupos de gasto;periodo;Total
TOTAL (Millones de euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;395,8
TOTAL (Millones de euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;412,5
TOTAL (Millones de euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;472,1
TOTAL (Millones de euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;467,7
TOTAL (Millones de euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;381,5
TOTAL (Millones de euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;394,3
TOTAL (Millones de euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;352,2
TOTAL (Millones de euros);Comunitat Valenciana;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;373,2
TOTAL (Millones de euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2023;372,9
TOTAL (Millones de euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2022;381,7
TOTAL (Millones de euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2021;408,9
TOTAL (Millones de euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2020;402,9
TOTAL (Millones de euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2019;486,0
TOTAL (Millones de euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2018;551,1
TOTAL (Millones de euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2017;526,2
TOTAL (Millones de euros);Comunitat Valenciana;Telefonía móvil y servicios relacionados con Internet;2016;532,2
TOTAL (Millones de euros);Extremadura;Libro y publicaciones periódicas;2023;36,2
TOTAL (Millones de euros);Extremadura;Libro y publicaciones periódicas;2022;34,2
TOTAL (Millones de euros);Extremadura;Libro y publicaciones periódicas;2021;41,5
TOTAL (Millones de euros);Extremadura;Libro y publicaciones periódicas;2020;36,6
TOTAL (Millones de euros);Extremadura;Libro y publicaciones periódicas;2019;35,4
TOTAL (Millones de euros);Extremadura;Libro y publicaciones periódicas;2018;38,2
TOTAL (Millones de euros);Extremadura;Libro y publicaciones periódicas;2017;41,3
TOTAL (Millones de euros);Extremadura;Libro y publicaciones periódicas;2016;47,4
TOTAL (Millones de euros);Extremadura;Servicios culturales;2023;32,8
TOTAL (Millones de euros);Extremadura;Servicios culturales;2022;44,8
TOTAL (Millones de euros);Extremadura;Servicios culturales;2021;25,2
TOTAL (Millones de euros);Extremadura;Servicios culturales;2020;10,7
TOTAL (Millones de euros);Extremadura;Servicios culturales;2019;28,4
TOTAL (Millones de euros);Extremadura;Servicios culturales;2018;26,6
TOTAL (Millones de euros);Extremadura;Servicios culturales;2017;31,2
TOTAL (Millones de euros);Extremadura;Servicios culturales;2016;47,1
TOTAL (Millones de euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;55,2
TOTAL (Millones de euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;48,5
TOTAL (Millones de euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;66,6
TOTAL (Millones de euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;66,9
TOTAL (Millones de euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;50,4
TOTAL (Millones de euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;48,7
TOTAL (Millones de euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;50,9
TOTAL (Millones de euros);Extremadura;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;42,2
TOTAL (Millones de euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2023;87,8
TOTAL (Millones de euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2022;82,5
TOTAL (Millones de euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2021;82,7
TOTAL (Millones de euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2020;93,9
TOTAL (Millones de euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2019;89,3
TOTAL (Millones de euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2018;107,7
TOTAL (Millones de euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2017;118,1
TOTAL (Millones de euros);Extremadura;Telefonía móvil y servicios relacionados con Internet;2016;125,0
TOTAL (Millones de euros);Galicia;Libro y publicaciones periódicas;2023;156,2
TOTAL (Millones de euros);Galicia;Libro y publicaciones periódicas;2022;143,6
TOTAL (Millones de euros);Galicia;Libro y publicaciones periódicas;2021;166,9
TOTAL (Millones de euros);Galicia;Libro y publicaciones periódicas;2020;180,3
TOTAL (Millones de euros);Galicia;Libro y publicaciones periódicas;2019;137,0
TOTAL (Millones de euros);Galicia;Libro y publicaciones periódicas;2018;140,7
TOTAL (Millones de euros);Galicia;Libro y publicaciones periódicas;2017;131,2
TOTAL (Millones de euros);Galicia;Libro y publicaciones periódicas;2016;149,4
TOTAL (Millones de euros);Galicia;Servicios culturales;2023;151,7
TOTAL (Millones de euros);Galicia;Servicios culturales;2022;96,6
TOTAL (Millones de euros);Galicia;Servicios culturales;2021;49,9
TOTAL (Millones de euros);Galicia;Servicios culturales;2020;56,5
TOTAL (Millones de euros);Galicia;Servicios culturales;2019;103,6
TOTAL (Millones de euros);Galicia;Servicios culturales;2018;80,5
TOTAL (Millones de euros);Galicia;Servicios culturales;2017;82,8
TOTAL (Millones de euros);Galicia;Servicios culturales;2016;87,3
TOTAL (Millones de euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;196,1
TOTAL (Millones de euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;201,9
TOTAL (Millones de euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;203,9
TOTAL (Millones de euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;181,8
TOTAL (Millones de euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;119,2
TOTAL (Millones de euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;153,7
TOTAL (Millones de euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;174,6
TOTAL (Millones de euros);Galicia;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;178,4
TOTAL (Millones de euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2023;212,5
TOTAL (Millones de euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2022;220,7
TOTAL (Millones de euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2021;195,6
TOTAL (Millones de euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2020;223,0
TOTAL (Millones de euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2019;247,5
TOTAL (Millones de euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2018;257,0
TOTAL (Millones de euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2017;262,2
TOTAL (Millones de euros);Galicia;Telefonía móvil y servicios relacionados con Internet;2016;281,5
TOTAL (Millones de euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2023;368,9
TOTAL (Millones de euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2022;393,0
TOTAL (Millones de euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2021;347,7
TOTAL (Millones de euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2020;414,0
TOTAL (Millones de euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2019;474,2
TOTAL (Millones de euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2018;512,5
TOTAL (Millones de euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2017;548,0
TOTAL (Millones de euros);Madrid (Comunidad de);Libro y publicaciones periódicas;2016;572,6
TOTAL (Millones de euros);Madrid (Comunidad de);Servicios culturales;2023;520,9
TOTAL (Millones de euros);Madrid (Comunidad de);Servicios culturales;2022;360,0
TOTAL (Millones de euros);Madrid (Comunidad de);Servicios culturales;2021;345,3
TOTAL (Millones de euros);Madrid (Comunidad de);Servicios culturales;2020;203,7
TOTAL (Millones de euros);Madrid (Comunidad de);Servicios culturales;2019;678,2
TOTAL (Millones de euros);Madrid (Comunidad de);Servicios culturales;2018;521,0
TOTAL (Millones de euros);Madrid (Comunidad de);Servicios culturales;2017;511,7
TOTAL (Millones de euros);Madrid (Comunidad de);Servicios culturales;2016;542,0
TOTAL (Millones de euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;455,0
TOTAL (Millones de euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;523,9
TOTAL (Millones de euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;561,8
TOTAL (Millones de euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;553,3
TOTAL (Millones de euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;466,5
TOTAL (Millones de euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;514,3
TOTAL (Millones de euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;521,2
TOTAL (Millones de euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;516,6
TOTAL (Millones de euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2023;461,1
TOTAL (Millones de euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2022;469,4
TOTAL (Millones de euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2021;445,7
TOTAL (Millones de euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2020;474,3
TOTAL (Millones de euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2019;479,5
TOTAL (Millones de euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2018;543,0
TOTAL (Millones de euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2017;648,4
TOTAL (Millones de euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2016;643,3
TOTAL (Millones de euros);Murcia (Región de);Libro y publicaciones periódicas;2023;70,0
TOTAL (Millones de euros);Murcia (Región de);Libro y publicaciones periódicas;2022;69,3
TOTAL (Millones de euros);Murcia (Región de);Libro y publicaciones periódicas;2021;62,8
TOTAL (Millones de euros);Murcia (Región de);Libro y publicaciones periódicas;2020;51,2
TOTAL (Millones de euros);Murcia (Región de);Libro y publicaciones periódicas;2019;97,0
TOTAL (Millones de euros);Murcia (Región de);Libro y publicaciones periódicas;2018;74,0
TOTAL (Millones de euros);Murcia (Región de);Libro y publicaciones periódicas;2017;90,2
TOTAL (Millones de euros);Murcia (Región de);Libro y publicaciones periódicas;2016;97,5
TOTAL (Millones de euros);Murcia (Región de);Servicios culturales;2023;46,0
TOTAL (Millones de euros);Murcia (Región de);Servicios culturales;2022;77,3
TOTAL (Millones de euros);Murcia (Región de);Servicios culturales;2021;33,6
TOTAL (Millones de euros);Murcia (Región de);Servicios culturales;2020;20,5
TOTAL (Millones de euros);Murcia (Región de);Servicios culturales;2019;82,8
TOTAL (Millones de euros);Murcia (Región de);Servicios culturales;2018;60,2
TOTAL (Millones de euros);Murcia (Región de);Servicios culturales;2017;78,3
TOTAL (Millones de euros);Murcia (Región de);Servicios culturales;2016;59,7
TOTAL (Millones de euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;101,8
TOTAL (Millones de euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;119,0
TOTAL (Millones de euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;122,3
TOTAL (Millones de euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;138,3
TOTAL (Millones de euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;108,4
TOTAL (Millones de euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;100,1
TOTAL (Millones de euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;103,1
TOTAL (Millones de euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;84,1
TOTAL (Millones de euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2023;138,2
TOTAL (Millones de euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2022;139,2
TOTAL (Millones de euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2021;149,2
TOTAL (Millones de euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2020;146,3
TOTAL (Millones de euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2019;156,4
TOTAL (Millones de euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2018;171,6
TOTAL (Millones de euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2017;179,2
TOTAL (Millones de euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2016;196,3
TOTAL (Millones de euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2023;35,6
TOTAL (Millones de euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2022;42,5
TOTAL (Millones de euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2021;41,5
TOTAL (Millones de euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2020;42,1
TOTAL (Millones de euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2019;45,0
