Indicador;Comunidad autónoma;Grupo de gasto;periodo;Total
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro;2021;90,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro;2020;72,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro;2019;65,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro;2018;71,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro;2017;77,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Libro;2016;87,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Publicaciones periódicas;2023;18,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Publicaciones periódicas;2022;17,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Publicaciones periódicas;2021;31,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Publicaciones periódicas;2020;26,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Publicaciones periódicas;2019;22,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Publicaciones periódicas;2018;23,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Publicaciones periódicas;2017;29,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla y León;Publicaciones periódicas;2016;28,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro;2023;49,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro;2022;45,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro;2021;37,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro;2020;46,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro;2019;53,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro;2018;59,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro;2017;48,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Libro;2016;63,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Publicaciones periódicas;2023;5,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Publicaciones periódicas;2022;5,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Publicaciones periódicas;2021;7,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Publicaciones periódicas;2020;18,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Publicaciones periódicas;2019;8,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Publicaciones periódicas;2018;8,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Publicaciones periódicas;2017;9,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Castilla-La Mancha;Publicaciones periódicas;2016;12,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro;2023;54,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro;2022;84,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro;2021;50,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro;2020;54,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro;2019;61,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro;2018;58,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro;2017;76,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Libro;2016;96,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Publicaciones periódicas;2023;7,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Publicaciones periódicas;2022;12,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Publicaciones periódicas;2021;13,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Publicaciones periódicas;2020;14,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Publicaciones periódicas;2019;18,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Publicaciones periódicas;2018;19,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Publicaciones periódicas;2017;23,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Cataluña;Publicaciones periódicas;2016;28,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro;2023;38,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro;2022;44,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro;2021;48,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro;2020;54,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro;2019;55,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro;2018;62,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro;2017;57,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Libro;2016;71,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Publicaciones periódicas;2023;6,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Publicaciones periódicas;2022;8,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Publicaciones periódicas;2021;9,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Publicaciones periódicas;2020;9,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Publicaciones periódicas;2019;13,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Publicaciones periódicas;2018;17,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Publicaciones periódicas;2017;17,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Comunitat Valenciana;Publicaciones periódicas;2016;23,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Libro;2023;45,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Libro;2022;42,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Libro;2021;45,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Libro;2020;44,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Libro;2019;40,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Libro;2018;45,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Libro;2017;48,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Libro;2016;49,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Publicaciones periódicas;2023;4,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Publicaciones periódicas;2022;5,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Publicaciones periódicas;2021;12,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Publicaciones periódicas;2020;6,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Publicaciones periódicas;2019;9,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Publicaciones periódicas;2018;7,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Publicaciones periódicas;2017;9,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Extremadura;Publicaciones periódicas;2016;16,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Libro;2023;64,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Libro;2022;58,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Libro;2021;66,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Libro;2020;72,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Libro;2019;53,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Libro;2018;53,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Libro;2017;46,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Libro;2016;47,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Publicaciones periódicas;2023;20,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Publicaciones periódicas;2022;19,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Publicaciones periódicas;2021;24,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Publicaciones periódicas;2020;25,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Publicaciones periódicas;2019;21,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Publicaciones periódicas;2018;23,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Publicaciones periódicas;2017;25,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Galicia;Publicaciones periódicas;2016;34,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Libro;2023;70,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Libro;2022;76,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Libro;2021;63,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Libro;2020;77,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Libro;2019;84,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Libro;2018;94,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Libro;2017;100,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Libro;2016;103,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Publicaciones periódicas;2023;9,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Publicaciones periódicas;2022;11,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Publicaciones periódicas;2021;14,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Publicaciones periódicas;2020;14,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Publicaciones periódicas;2019;22,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Publicaciones periódicas;2018;22,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Publicaciones periódicas;2017;26,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Madrid (Comunidad de);Publicaciones periódicas;2016;29,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Libro;2023;66,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Libro;2022;64,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Libro;2021;56,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Libro;2020;46,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Libro;2019;86,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Libro;2018;64,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Libro;2017;79,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Libro;2016;76,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Publicaciones periódicas;2023;1,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Publicaciones periódicas;2022;4,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Publicaciones periódicas;2021;6,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Publicaciones periódicas;2020;6,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Publicaciones periódicas;2019;13,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Publicaciones periódicas;2018;12,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Publicaciones periódicas;2017;15,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Murcia (Región de);Publicaciones periódicas;2016;25,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Libro;2023;39,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Libro;2022;51,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Libro;2021;45,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Libro;2020;40,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Libro;2019;58,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Libro;2018;72,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Libro;2017;67,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Libro;2016;70,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2023;39,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2022;44,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2021;49,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2020;55,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2019;45,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2018;54,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2017;63,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Navarra (Comunidad Foral de);Publicaciones periódicas;2016;64,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Libro;2023;44,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Libro;2022;55,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Libro;2021;53,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Libro;2020;53,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Libro;2019;49,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Libro;2018;54,5
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Libro;2017;54,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Libro;2016;72,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Publicaciones periódicas;2023;44,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Publicaciones periódicas;2022;41,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Publicaciones periódicas;2021;50,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Publicaciones periódicas;2020;56,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Publicaciones periódicas;2019;52,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Publicaciones periódicas;2018;56,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Publicaciones periódicas;2017;70,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);País Vasco;Publicaciones periódicas;2016;64,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Libro;2023;67,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Libro;2022;73,1
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Libro;2021;63,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Libro;2020;80,2
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Libro;2019;95,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Libro;2018;74,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Libro;2017;72,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Libro;2016;72,8
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Publicaciones periódicas;2023;15,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Publicaciones periódicas;2022;15,4
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Publicaciones periódicas;2021;20,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Publicaciones periódicas;2020;21,7
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Publicaciones periódicas;2019;23,9
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Publicaciones periódicas;2018;27,6
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Publicaciones periódicas;2017;27,3
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Rioja (La);Publicaciones periódicas;2016;34,0
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Libro;2023;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Libro;2022;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Libro;2021;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Libro;2020;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Libro;2019;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Libro;2018;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Libro;2017;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Libro;2016;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2023;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2022;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2021;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2020;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2019;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2018;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2017;..
GASTO MEDIO POR UNIDAD DE CONSUMO (Euros);Ceuta y Melilla;Publicaciones periódicas;2016;..
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2023;21,2
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2022;18,2
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2021;23,3
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2020;17,2
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2019;18,3
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2018;23,5
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2017;23,6
GASTO MEDIO POR PERSONA (Euros);Andalucía;Libro;2016;29,3
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2023;4,8
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2022;3,7
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2021;5,1
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2020;4,9
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2019;6,6
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2018;8,1
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2017;7,8
GASTO MEDIO POR PERSONA (Euros);Andalucía;Publicaciones periódicas;2016;9,7
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2023;45,3
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2022;53,1
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2021;35,3
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2020;49,1
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2019;41,4
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2018;43,5
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2017;47,0
GASTO MEDIO POR PERSONA (Euros);Aragón;Libro;2016;47,6
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2023;13,8
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2022;13,3
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2021;12,6
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2020;17,1
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2019;18,3
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2018;18,9
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2017;20,2
GASTO MEDIO POR PERSONA (Euros);Aragón;Publicaciones periódicas;2016;23,5
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2023;41,7
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2022;55,2
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2021;31,9
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2020;23,9
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2019;31,7
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2018;34,4
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2017;45,7
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Libro;2016;50,8
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2023;15,1
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2022;14,3
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2021;22,3
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2020;14,5
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2019;21,0
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2018;25,9
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2017;29,5
GASTO MEDIO POR PERSONA (Euros);Asturias (Principado de);Publicaciones periódicas;2016;29,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2023;17,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2022;63,1
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2021;43,2
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2020;34,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2019;49,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2018;42,5
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2017;40,1
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Libro;2016;51,9
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2023;8,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2022;9,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2021;6,3
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2020;5,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2019;8,8
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2018;19,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2017;17,0
GASTO MEDIO POR PERSONA (Euros);Balears (Illes);Publicaciones periódicas;2016;20,2
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2023;28,5
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2022;19,5
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2021;22,7
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2020;19,0
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2019;26,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2018;32,3
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2017;28,5
GASTO MEDIO POR PERSONA (Euros);Canarias;Libro;2016;44,1
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2023;3,1
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2022;3,8
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2021;4,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2020;3,0
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2019;4,4
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2018;6,8
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2017;7,9
GASTO MEDIO POR PERSONA (Euros);Canarias;Publicaciones periódicas;2016;11,4
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2023;28,6
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2022;19,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2021;24,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2020;20,5
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2019;35,8
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2018;31,3
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2017;38,4
GASTO MEDIO POR PERSONA (Euros);Cantabria;Libro;2016;40,1
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2023;18,4
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2022;18,8
GASTO MEDIO POR PERSONA (Euros);Cantabria;Publicaciones periódicas;2021;17,3
